county,munic_type,municipality,system,vendor,equipment,equipment_acc
LAFAYETTE,TOWN,ELK GROVE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,FAYETTE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,GRATIOT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,KENDALL,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,LAMONT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,MONTICELLO,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,NEW DIGGINGS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,SEYMOUR,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,SHULLSBURG,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,WAYNE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,WHITE OAK SPRINGS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,WILLOW SPRINGS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,TOWN,WIOTA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,VILLAGE,ARGYLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,VILLAGE,BELMONT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,VILLAGE,BENTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,VILLAGE,GRATIOT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LAFAYETTE,VILLAGE,SOUTH WAYNE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,CITY,ANTIGO,Optical Scan,ES&S,OpTech 2,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,ACKLEY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,AINSWORTH,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,ANTIGO,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,ELCHO,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,EVERGREEN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,LANGLADE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,NEVA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,NORWOOD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,PARRISH,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,PECK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,POLAR,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,PRICE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,ROLLING,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,SUMMIT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,UPHAM,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,VILAS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,TOWN,WOLF RIVER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LANGLADE,VILLAGE,WHITE LAKE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
LINCOLN,CITY,MERRILL,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,CITY,TOMAHAWK,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,TOWN,BIRCH,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,TOWN,BRADLEY,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,TOWN,CORNING,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,TOWN,HARDING,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,TOWN,HARRISON,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,TOWN,KING,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,TOWN,MERRILL,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,TOWN,PINE RIVER,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,TOWN,ROCK FALLS,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,TOWN,RUSSELL,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,TOWN,SCHLEY,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,TOWN,SCOTT,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,TOWN,SKANAWAN,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,TOWN,SOMO,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,TOWN,TOMAHAWK,Optical Scan,ES&S,DS200,ES&S AutoMARK
LINCOLN,TOWN,WILSON,Optical Scan,ES&S,DS200,ES&S AutoMARK
MANITOWOC,CITY,MANITOWOC,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
MANITOWOC,CITY,TWO RIVERS,Optical Scan,ES&S,Eagle,ES&S AutoMARK
MANITOWOC,TOWN,CATO,Optical Scan,ES&S,M100,ES&S AutoMARK
MANITOWOC,TOWN,CENTERVILLE,Optical Scan,ES&S,M100,ES&S AutoMARK
MANITOWOC,TOWN,COOPERSTOWN,Optical Scan,ES&S,M100,ES&S AutoMARK
MANITOWOC,TOWN,EATON,Paper Ballot,,,ES&S AutoMARK
MANITOWOC,TOWN,FRANKLIN,Paper Ballot,,,ES&S AutoMARK
MANITOWOC,TOWN,GIBSON,Paper Ballot,,,ES&S AutoMARK
MANITOWOC,TOWN,KOSSUTH,Paper Ballot,,,ES&S AutoMARK
MANITOWOC,TOWN,LIBERTY,Optical Scan,ES&S,M100,ES&S AutoMARK
MANITOWOC,TOWN,MANITOWOC,Paper Ballot,,,ES&S AutoMARK
MANITOWOC,TOWN,MANITOWOC RAPIDS,Optical Scan,ES&S,M100,ES&S AutoMARK
MANITOWOC,TOWN,MAPLE GROVE,Paper Ballot,,,ES&S AutoMARK
MANITOWOC,TOWN,MEEME,Paper Ballot,,,ES&S AutoMARK
MANITOWOC,TOWN,MISHICOT,Optical Scan,ES&S,M100,ES&S AutoMARK
MANITOWOC,TOWN,NEWTON,Paper Ballot,,,ES&S AutoMARK
MANITOWOC,TOWN,ROCKLAND,Paper Ballot,,,ES&S AutoMARK
MANITOWOC,TOWN,SCHLESWIG,Paper Ballot,,,ES&S AutoMARK
MANITOWOC,TOWN,TWO CREEKS,Paper Ballot,,,ES&S AutoMARK
MANITOWOC,TOWN,TWO RIVERS,Paper Ballot,,,ES&S AutoMARK
MANITOWOC,VILLAGE,CLEVELAND,Optical Scan,ES&S,M100,ES&S AutoMARK
MANITOWOC,VILLAGE,FRANCIS CREEK,Optical Scan,ES&S,M100,ES&S AutoMARK
MANITOWOC,VILLAGE,KELLNERSVILLE,Paper Ballot,,,ES&S AutoMARK
MANITOWOC,VILLAGE,MARIBEL,Paper Ballot,,,ES&S AutoMARK
MANITOWOC,VILLAGE,MISHICOT,Optical Scan,ES&S,M100,ES&S AutoMARK
MANITOWOC,VILLAGE,REEDSVILLE,Paper Ballot,,,ES&S AutoMARK
MANITOWOC,VILLAGE,ST. NAZIANZ,Optical Scan,ES&S,M100,ES&S AutoMARK
MANITOWOC,VILLAGE,VALDERS,Optical Scan,ES&S,M100,ES&S AutoMARK
MANITOWOC,VILLAGE,WHITELAW,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,CITY,MOSINEE,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,CITY,SCHOFIELD,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,CITY,WAUSAU,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,BERGEN,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,BERLIN,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,BERN,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,BEVENT,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,BRIGHTON,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,CASSEL,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,CLEVELAND,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,DAY,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,EASTON,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,EAU PLEINE,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,ELDERON,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,EMMET,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,FRANKFORT,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,FRANZEN,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,GREEN VALLEY,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,GUENTHER,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,HALSEY,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,HAMBURG,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,HARRISON,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,HEWITT,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,HOLTON,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,HULL,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,JOHNSON,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,KNOWLTON,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,MAINE,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,MARATHON,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,MCMILLAN,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,MOSINEE,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,NORRIE,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,PLOVER,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,REID,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,RIB FALLS,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,RIB MOUNTAIN,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,RIETBROCK,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,RINGLE,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,SPENCER,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,STETTIN,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,TEXAS,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,WAUSAU,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,WESTON,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,TOWN,WIEN,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,VILLAGE,ATHENS,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,VILLAGE,BROKAW,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,VILLAGE,EDGAR,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,VILLAGE,ELDERON,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,VILLAGE,FENWOOD,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,VILLAGE,HATLEY,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,VILLAGE,KRONENWETTER,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,VILLAGE,MARATHON CITY,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,VILLAGE,ROTHSCHILD,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,VILLAGE,SPENCER,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,VILLAGE,STRATFORD,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON,VILLAGE,WESTON,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON/CLARK,VILLAGE,DORCHESTER,Optical Scan,ES&S,M100,ES&S AutoMARK
MARATHON/SHAWAN,VILLAGE,BIRNAMWOOD,Optical Scan,ES&S,M100,SEQ-AVC Edge II 5.0.24
MARINETTE,CITY,MARINETTE,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
MARINETTE,CITY,NIAGARA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,CITY,PESHTIGO,Direct Recording Electronic,Sequoia,AVC Advantage,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,AMBERG,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,ATHELSTANE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,BEAVER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,BEECHER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,DUNBAR,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,GOODMAN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,GROVER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,LAKE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,MIDDLE INLET,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,NIAGARA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,PEMBINE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,PESHTIGO,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,PORTERFIELD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,POUND,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,SILVER CLIFF,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,STEPHENSON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,WAGNER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,TOWN,WAUSAUKEE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,VILLAGE,COLEMAN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,VILLAGE,CRIVITZ,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,VILLAGE,POUND,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARINETTE,VILLAGE,WAUSAUKEE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,CITY,MONTELLO,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,TOWN,BUFFALO,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,TOWN,CRYSTAL LAKE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,TOWN,DOUGLAS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,TOWN,HARRIS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,TOWN,MECAN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,TOWN,MONTELLO,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,TOWN,MOUNDVILLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,TOWN,NESHKORO,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,TOWN,NEWTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,TOWN,OXFORD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,TOWN,PACKWAUKEE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,TOWN,SHIELDS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,TOWN,SPRINGFIELD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,TOWN,WESTFIELD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,VILLAGE,ENDEAVOR,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,VILLAGE,NESHKORO,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,VILLAGE,OXFORD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MARQUETTE,VILLAGE,WESTFIELD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MENOMINEE,TOWN,MENOMINEE,Optical Scan,ES&S,Eagle,ES&S AutoMARK
MILWAUKEE,CITY,CUDAHY,Optical Scan,ES&S,Eagle,ES&S AutoMARK
MILWAUKEE,CITY,FRANKLIN,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
MILWAUKEE,CITY,GLENDALE,Optical Scan,ES&S,OpTech 3P,SEQ-AVC Edge II 5.0.24
MILWAUKEE,CITY,GREENFIELD,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
MILWAUKEE,CITY,OAK CREEK,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
MILWAUKEE,CITY,SOUTH MILWAUKEE,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
MILWAUKEE,CITY,ST. FRANCIS,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
MILWAUKEE,CITY,WAUWATOSA,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
MILWAUKEE,CITY,WEST ALLIS,Optical Scan,ES&S,Eagle,ES&S AutoMARK
MILWAUKEE,VILLAGE,BROWN DEER,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
MILWAUKEE,VILLAGE,FOX POINT,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
MILWAUKEE,VILLAGE,GREENDALE,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
MILWAUKEE,VILLAGE,HALES CORNERS,Optical Scan,ES&S,Eagle,ES&S AutoMARK
MILWAUKEE,VILLAGE,RIVER HILLS,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
MILWAUKEE,VILLAGE,SHOREWOOD,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
MILWAUKEE,VILLAGE,WEST MILWAUKEE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
MILWAUKEE,VILLAGE,WHITEFISH BAY,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
MILWAUKEE/WASHING,CITY,MILWAUKEE,Optical Scan,ES&S,Eagle,ES&S AutoMARK
MONROE,CITY,SPARTA,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
MONROE,CITY,TOMAH,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,ADRIAN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,ANGELO,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,BYRON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,CLIFTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,GLENDALE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,GRANT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,GREENFIELD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,JEFFERSON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,LA GRANGE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,LAFAYETTE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,LEON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,LINCOLN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,LITTLE FALLS,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,NEW LYME,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,OAKDALE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,PORTLAND,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,RIDGEVILLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,SCOTT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,SHELDON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,SPARTA,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,TOMAH,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,WELLINGTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,WELLS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,TOWN,WILTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,VILLAGE,CASHTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,VILLAGE,KENDALL,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,VILLAGE,MELVINA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,VILLAGE,NORWALK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,VILLAGE,OAKDALE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,VILLAGE,WARRENS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,VILLAGE,WILTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
MONROE,VILLAGE,WYEVILLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OCONTO,CITY,GILLETT,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
OCONTO,CITY,OCONTO,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
OCONTO,CITY,OCONTO FALLS,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,ABRAMS,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,BAGLEY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,BRAZEAU,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,BREED,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,CHASE,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,DOTY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,GILLETT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,HOW,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,LAKEWOOD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,LENA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,LITTLE RIVER,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,LITTLE SUAMICO,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,MAPLE VALLEY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,MORGAN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,MOUNTAIN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,OCONTO,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,OCONTO FALLS,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,PENSAUKEE,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,RIVERVIEW,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,SPRUCE,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,STILES,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,TOWNSEND,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
OCONTO,TOWN,UNDERHILL,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OCONTO,VILLAGE,LENA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
OCONTO,VILLAGE,SURING,Optical Scan,Command Central,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
ONEIDA,CITY,RHINELANDER,Optical Scan,ES&S,Eagle,SEQ-AVC Edge II 5.0.24
ONEIDA,TOWN,CASSIAN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
ONEIDA,TOWN,CRESCENT,Optical Scan,ES&S,Eagle,ES&S AutoMARK
ONEIDA,TOWN,ENTERPRISE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
ONEIDA,TOWN,HAZELHURST,Optical Scan,ES&S,Eagle,ES&S AutoMARK
ONEIDA,TOWN,LAKE TOMAHAWK,Optical Scan,ES&S,Eagle,ES&S AutoMARK
ONEIDA,TOWN,LITTLE RICE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
ONEIDA,TOWN,LYNNE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
ONEIDA,TOWN,MINOCQUA,Optical Scan,ES&S,Eagle,ES&S AutoMARK
ONEIDA,TOWN,MONICO,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
ONEIDA,TOWN,NEWBOLD,Optical Scan,ES&S,Eagle,ES&S AutoMARK
ONEIDA,TOWN,NOKOMIS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
ONEIDA,TOWN,PELICAN,Optical Scan,ES&S,Eagle,ES&S AutoMARK
ONEIDA,TOWN,PIEHL,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
ONEIDA,TOWN,PINE LAKE,Optical Scan,ES&S,Eagle,ES&S AutoMARK
ONEIDA,TOWN,SCHOEPKE,Paper Ballot,,,ES&S AutoMARK
ONEIDA,TOWN,STELLA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
ONEIDA,TOWN,SUGAR CAMP,Optical Scan,ES&S,Eagle,ES&S AutoMARK
ONEIDA,TOWN,THREE LAKES,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
ONEIDA,TOWN,WOODBORO,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
